Record URL,Draft Date,Document Number,Film Number,From,Subject,TAGS,To,Message Text,Generic Code,Student Code,Program Originator,Country/Activity Code,Type of Assistance Code,Program Year,Select Item Description Number,Total Delivery Cost
https://aad.archives.gov/aad/createpdf?rid=171047&dt=2474&dl=1345,13 AUG 1974,1974LAPAZ05155,D740222-0220,LA PAZ,SECRETARY'S MEETING WITH LATIN AMERICAN COLLEAGUES AT UNGA,"PFOR, US, XM, BL, UNGA, (KISSINGER, HENRY A)",STATE,SOCIAL EVENT AND BOLIVIA'S ADDRESS AT UN,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=188915&dt=2474&dl=1345,13 AUG 1974,1974LAPAZ05142,D740221-1139,LA PAZ,"W/W SCHIFF, FREDERICK FOR: SAMUEL SCHIFF","CASC, BL, (SCHIFF, FREDERICK)",STATE,"SCHIFF, AMERICAN EXPRESS, LA PAZ, BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=172846&dt=2474&dl=1345,14 AUG 1974,1974LAPAZ05232,D740224-1034,LA PAZ,MFM WORKING GROUP ON TRANSNATIONAL ENTERPRISES,"PFOR, BL, US",STATE,"175496

1. FONOFF STATES BOLIVIA WILL BE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=178013&dt=2474&dl=1345,15 AUG 1974,1974LAPAZ05259,D740225-0193,LA PAZ,PRODUCT LISTS FOR GSP,"ETRD, XM, BL",STATE,FONOFF UNABLE TO CONFIRM WHETHER BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=172155&dt=2474&dl=1345,19 AUG 1974,1974LAPAZ05346,D740229-0265,LA PAZ,VISIT OF PROFESSOR COCHRAN TO BOLIVIA FOR: US DEL LOS,"PFOR, PLOS, BL, US, LA PAZ, (COCHRAN, CHARLES)",STATE,"PROFESSOR COCHRAN TO BOLIVIA

FOR: US DEL... BOLIVIA TO ATTEND CONFERENCE ON LOS-RELEATED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=172105&dt=2474&dl=1345,20 AUG 1974,1974LAPAZ05369,D740229-0938,LA PAZ,POSSIBLE APPOINTMENT OF NEW BOLIVIAN AMBASSADOR TO THE UNITED STATES.,"PFOR, BL, US, (CAPRILES, ROBERTO)",STATE,BOLIVIA'S POLITICAL AND ECONOMIC DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=176222&dt=2474&dl=1345,21 AUG 1974,1974LAPAZ05418,D740231-0038,LA PAZ,BOLIVIAN POSTAL DEBT,"ETEL, BL, (PRUDENCIO)",STATE,"CURRENTLY
FAVORS BOLIVIA.

3. COPIES OF ABOVE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=176243&dt=2474&dl=1345,21 AUG 1974,1974LAPAZ05392,D740230-0978,LA PAZ,STATUS OF BOLIVIAN ZOOLOGICAL SUPPLIERS,"ETRD, SENV, BL, US, BOLIVIAN ZOOLOGICAL SUPPLIERS LTDA",STATE,"THAT COMPANY EXPORTS ANIMALS FROM BOLIVIA... ANIMALS BETWEEN U.S.
AND BOLIVIA. HE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=175204&dt=2474&dl=1345,22 AUG 1974,1974LAPAZ05432,D740232-0257,LA PAZ,PORCINE BREEDERS REPRESENTATION AT SANTA CRUZ FAIR,"EAGR, ETRD, BL",COM AGR,"BOLIVIA'S TROPICAL EASTERN AREA.

2... STOCK IN BOLIVIA.
RON STOVALL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=190751&dt=2474&dl=1345,23 AUG 1974,1974LAPAZ05466,D740233-0734,LA PAZ,n/a,"ATRN, ASUP, BL",STATE,"5104-450091
LA PAZ, BOLIVIA
VIA MATARANI",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=171897&dt=2474&dl=1345,26 AUG 1974,1974LAPAZ05513,D740235-1042,LA PAZ,OPIC INSURANCE APPLICATION: CHARLES E. STOKES,"EINV, BL, US, OPIC, (STOKES, CHARLES E)",STATE,"BOLIVIA IN
WHATEVER REGION OF COUNTRY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=171918&dt=2474&dl=1345,26 AUG 1974,1974LAPAZ05497,D740235-0884,LA PAZ,MILITARY ASSISTANCE FOR BOLIVIA: FY 1976-1980 A. JCS MSG 221205 AUG 74,"MARR, MASS, MMOL, MORG, MPOL, BL, US",STATE,"BOLIVIA: FY 1976-1980

A. JCS MSG 221205 AUG... ASSISTANCE IN FY 1976 - 1980 FOR BOLIVIA
IS... IN BOLIVIA.
(6) THE LACK OF FUNDS HAS... BOLIVIA.
AFTER BUDGETING FOR HANGERS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=171561&dt=2474&dl=1345,28 AUG 1974,1974LAPAZ05604,D740238-0834,LA PAZ,FORTHCOMING NEGOTIATIONS BETWEEN GOVERNMENT OF BOLIVIA AND DR. PAZ  ESTENSSORO,"PINS, PGOV, BL, (PAZ ESTENSSORO)",STATE,NEGOTIATIONS BETWEEN GOVERNMENT OF BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=176516&dt=2474&dl=1345,29 AUG 1974,1974LAPAZ05634,D740240-0188,LA PAZ,REQUEST FOR PURCHASE OF AMMUNITION,"MMOL, BL, US",STATE,"&A FOR PROPOSED FMS BOLIVIA. (NOTAL)

1... BOLIVIA.

4. JUSTIFICATION: THIS AMMUNITION",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=186401&dt=2474&dl=1345,29 AUG 1974,1974LAPAZ05622,D740240-0334,LA PAZ,n/a,"APER, BL, (BILBAO, JAIME M)",STATE,"PAZ, BOLIVIA, JANUARY 23, 1945
FLUENCY... ON HIS RETURN TO
BOLIVIA, A VISIT TO THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=171457&dt=2474&dl=1345,29 AUG 1974,1974LAPAZ05639,D740240-0169,LA PAZ,THE RETURN OF CIRO HUMBOLDT,"PINT, BL, MNR, (HOMBOLDT, CIRO)",STATE,"CLANDESTINE RETURN TO
BOLIVIA. FOLLOWING... RETURNING
TO BOLIVIA. IN A BRIEF COMMUNIQUE... TRIP TO BOLIVIA WITH THE INTENTION OF... BOLIVIA AND DISCOVERED THAT THE... RETURN TO BOLIVIA AS
PART OF APLAN TO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=176457&dt=2474&dl=1345,29 AUG 1974,1974LAPAZ05618,D740240-0081,LA PAZ,FRENCH BUREAU OF GEOLOGIC AND MINING RESEARCH SIGNS AGREEMENT WITH  MINISTRY OF MINING,"EMIN, BL, FR",STATE,"AMBASSADOR TO BOLIVIA, SIGNED AGREEMENT... ZELAYA, ENABLING BRGM TO WORK
IN BOLIVIA FOR",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=183552&dt=2474&dl=1345,30 AUG 1974,1974LAPAZ05671,D740241-0795,LA PAZ,STANDARDIZATION OF COLOR TV PROJECT--ANDEAN AREA,"BEXP, CO, VE, PE, EC, CI",STATE,"CAMACHO, LA PAZ, BOLIVIA; TELEPHONE 26509... URBANA, AVENIDA CAMACHO, LA PAZ, BOLIVIA... PAZ, BOLIVIA, TELEPHONE 50481.

3. THE..., IT IS ALMOST CERTAIN THAT BOLIVIA WILL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=199620&dt=2474&dl=1345,03 SEP 1974,1974LAPAZ05714,D740243-1167,LA PAZ,CONSULTATIONS AMONG POLICY PLANNING STAFFS,"PFOR, XM, US, BL",STATE,"BOLIVIA IS NOT A ""KEY"" COUNTRY IN
LATIN... BOLIVIA
INEVITABLY WILL BE A FACTOR IN..., BOLIVIA
COULD PLAY A CONSTRUCTIVE ROLE AND... PRECLUDE BOLIVIA FROM
MAKING AN IRRATIONAL... TRUE IN BOLIVIA'S CASE
WERE OUR TEAM TO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=199622&dt=2474&dl=1345,04 SEP 1974,1974LAPAZ05740,D740245-0739,LA PAZ,FALANGE THINKING ON CURRENT POLITICAL SITUATION,"PINT, BL, MNR, FSB",STATE,"FROM BOLIVIA.

4. COMMENT: EMBASSY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=214935&dt=2474&dl=1345,05 SEP 1974,1974LAPAZ05767,D740247-0059,LA PAZ,FY 75 IV NOMINATIONS FOR: CU/ARA,"OEXC, BL, (GALINDO CUETO, JORGE), (FORTUN SANGINES, GUILLERMO)",STATE,"- OIL COMPANIES OPERATING IN
BOLIVIA... RELATIONSHIP WITH BOLIVIA. VISITS TO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=199624&dt=2474&dl=1345,05 SEP 1974,1974LAPAZ05772,D740246-1059,LA PAZ,BOLIVIAN PRESIDENT BANZER REQUESTS USG GUARANTEE OF BOLIVIAN  NEUTRALITY IN EVENT PERUVIAN/CHILEAN CONFLICT,"PFOR, PBOR, MASS, BL, PE, CI, US, (BANZER)",STATE,"THAT BOLIVIA NEEDS A MINIMUM MILITARY... EVENT BOLIVIA INVOLVED IN PERU/CHILEAN... GRAVE IMPORTANCE TO BOLIVIA. HE SAID HE... INVOLVEMENT OF BOLIVIA.

3. PRESIDENT BANZER SAID... STRIKES FROM PERU INTO BOLIVIA
TO PASS SOUTH",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=214110&dt=2474&dl=1345,06 SEP 1974,1974LAPAZ05807,D740248-0895,LA PAZ,WTDR - LLOYD AEREO BOLIVIANO,"BBAK, BL, LLOYD AERERO BOLIVIANO",COM,"1460, LA PAZ,
BOLIVIA. CABLE: LAB LA PAZ",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=199625&dt=2474&dl=1345,06 SEP 1974,1974LAPAZ05806,D740248-0915,LA PAZ,OPIC INSURANCE OPERATIONS IN BOLIVIA,"EINV, BL, US, OPIC, ANCOM, NEW JERSEY ZINC, (MANSBACH)",STATE,"OPERATIONS IN BOLIVIA

REF: LA PAZ 1972: LA...
CURRENT THINKING ON ITS OPERATIONS IN BOLIVIA... PRIVATE
MINING INTEREST IN BOLIVIA.

6... BOLIVIA'S LARGEST CATTLE
RANCHES WHICH... INVESTMENTS IN BOLIVIA, BUT WE STILL DO NOT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=200707&dt=2474&dl=1345,06 SEP 1974,1974LAPAZ05801,D740248-0842,LA PAZ,SIDERSA SEEKS EMBASSY HELP TO HIRE CONSULTANTS,"EMIN, BEXP, BL, SIDERSA, (SALINAS R, JAVIER)",STATE COM,"1769, LA PAZ, BOLIVIA: TELEGRAPH
ADDRESS-SIDERSA, CASILLA 7082, LA PAZ, BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=198797&dt=2474&dl=1345,09 SEP 1974,1974LAPAZ05823,D740250-0750,LA PAZ,PORT TALKS END SUMMARY. THREE-DAY MEETING OF PORT COMMISSIONS OF  BOLIVIA AND,"ETRN, PFOR, BL, CI",STATE,"COMMISSIONS OF BOLIVIA AND
CHILE CONCLUDED... INTO ACCOUNT FOR FIRST TIME BOLIVIA'S... ESCUDOS TO PAY PORT CHARGES.)
BOLIVIA IS... DESTINED FOR BOLIVIA
AND THIS HAS SLOWED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=203306&dt=2474&dl=1345,09 SEP 1974,1974LAPAZ05828,D740250-0921,LA PAZ,"ECONOMIC REPORTING: CERP 5711 - PRODUCTION, ASSEMBLY AND REGISTRATION  OF MOTOR VEHICLES, CY1973.","ETRN, ECRP",STATE,PRODUCED OR ASSEMBLED IN BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9098&dt=2474&dl=1345,02 JAN 1974,1974LAPAZ00015,n/a,LA PAZ,PL-480 TITLE I: AGREEMENT FOR 1974,"EAID, BL, US, AR",STATE,"RECENT
MONTHS. BOLIVIA HAS RELIED ON... BOLIVIA
BUT ALSO BECAUSE LAST YEAR'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=7662&dt=2474&dl=1345,03 JAN 1974,1974LAPAZ00039,n/a,LA PAZ,FOREIGN GOVERNMENT TENDER: PRE-SELECTION.,"BEXP, ENRG, BL, US",COM,"-SELECTION.

1. 335 BOLIVIA.

2. 01 LA PAZ... PAZ, BOLIVIA. CABLE ADDRESS: YACIBOL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=7818&dt=2474&dl=1345,04 JAN 1974,1974LAPAZ00060,n/a,LA PAZ,WTDR - TURIN MOTORS LTDA.,"BEXP, EIND, BL",COM,", LA PAZ, BOLIVIA.
CABLE: TURINMO, LA PAZ... POPULAR DEL PERU, BANCO NACIONAL DE
BOLIVIA... OF BOLIVIA'S MORE AGGRESSIVE
AND... BOLIVIAN MARKET. THIS FIRM
IS BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=2629&dt=2474&dl=1345,04 JAN 1974,1974LAPAZ00080,n/a,LA PAZ,PATROL CRAFT FOR BOLIVIAN NAVY; LETTER OFFER FROM ADM. ZUMWALT TO  BOLIVIAN CNO.,"MASS, BL, US",STATE,"GROUP IN BOLIVIA.
ANOTHER MEANS IS BY A... BOLIVIA WITHIN SIXTY DAYS AFTER THE... BOLIVIA
AND HAS SOUGHT OVER THE PAST SEVERAL... U.S. FOREIGN AFFAIRS IN BOLIVIA.
EVEN... BOLIVIA AND TO SEEK AGREEMENT ON THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=11823&dt=2474&dl=1345,09 JAN 1974,1974LAPAZ00146,n/a,LA PAZ,EC FOOD AID TO BOLIVIA,"EAID, ETRD, BL, EEC",STATE,"FOOD AID TO BOLIVIA

REF: US MISSION EC... PERFORMANCE ON ITS COMMITMENTS TO BOLIVIA.
WE... BOLIVIA WILL BE FORCED TO IMPORT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=7143&dt=2474&dl=1345,09 JAN 1974,1974LAPAZ00172,n/a,LA PAZ,SPECIAL TRADE OPPORTUNITY: PETROLEUM REFINERIES - FOLLOW-UP,"BEXP, ETRD, ENRG, EFIN, BL, JA, US, IDB, YPFB",COM STATE,.. BOLIVIA'S PETROLEUM EXPORTS IN 1973 ESTIMATED,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=7144&dt=2474&dl=1345,09 JAN 1974,1974LAPAZ00162,n/a,LA PAZ,n/a,"OEXC, SNAR, EC",USIA,"BOLIVIA IF WE
PARTICIPATED IN PERU'S SEMINAR",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=2610&dt=2474&dl=1345,09 JAN 1974,1974LAPAZ00158,n/a,LA PAZ,VICTOR PAZ EXILED,"PINT, BL, (ESTENSSORO, VICTOR PAZ), 
(AYLLON, JULIO GARRET), (OLMEDO,  EDUARDO), (AMURRIO, EUFRONIO), (CALVI,
 JOSE UGARTE), (LOAYZA, JUAN)",STATE,", THE LEADER OF BOLIVIA'S
LARGEST... BOLIVIA
BETWEEN FAR RIGHT AND FAR LEFT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9038&dt=2474&dl=1345,09 JAN 1974,1974LAPAZ00173,n/a,LA PAZ,PL-480 WHEAT AND BOLIVIA,"EAID, BL, US",STATE,"WHEAT AND BOLIVIA
REF: LA PAZ 15

1... CRITICAL WHEAT AND FLOUR PROBLEM IN BOLIVIA.... COOPERATION IN  ELPING BOLIVIA WITH WHEAT WILL
BE... CURRENT INFORAMTION ON BOLIVIA'S REQUEST FOR...
PROVIDE SOME HELP TO BOLIVIA AT THIS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9032&dt=2474&dl=1345,09 JAN 1974,1974LAPAZ00156,n/a,LA PAZ,PL-480 TITLE I: POSSIBLE FURTHER USE OF AUTHORITY TO EXCHANGE PL 480  WHEAT FOR PERUVIAN FLOUR.,"EAID, ETRD, BL",STATE,STILL IN PACIFIC PORTS ENROUTE TO BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9027&dt=2474&dl=1345,10 JAN 1974,1974LAPAZ00179,n/a,LA PAZ,CONGRESSMAN WHALEN'S CONVERSATION WITH BOLIVIAN FOREIGN MINISTER  GUZMAN,"OREP, PFOR, PINS, EAID, BL, US, (WHALEN, CHARLES), (GUZMAN)",STATE,") ASKED
WHETHER BOLIVIA HAD ANY SPECIAL... POSITIONS BUT BASICALLY
BOLIVIA HAS NO... AND HELPFUL
BILL INASMUCH AS BOLIVIA... WHICH, HE SAID, BOLIVIA CANNOT BREAK OUT.... CONGRESSMAN WHALEN INQUIRED ABOUT BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9021&dt=2474&dl=1345,10 JAN 1974,1974LAPAZ00206,n/a,LA PAZ,DISCUSSION WITH PRESIDENT BANZER,"OREP, PFOR, PINS, EAID, BL",STATE,"PAZ AND DISUCSSED BOLIVIA'S ECONOMIC... UNUSUAL BECUASE BOLIVIA
EXPERIENCING SERIOUS....

2. PRESIDENT ASSERTED THAT BOLIVIA'S... FOUND. HE GAVE SPECIAL EMPHASIS TO BOLIVIA... ""PERSUASIVE FORCE"" THAT BOLIVIA IS BUILDING UP TO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9017&dt=2474&dl=1345,11 JAN 1974,1974LAPAZ00244,n/a,LA PAZ,PL-480 TITLE I PROGRAM,"EAID, BL, US",STATE,BOLIVIA AS FLOUR ON GROUNDS THAT MILLING,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9011&dt=2474&dl=1345,11 JAN 1974,1974LAPAZ00225,n/a,LA PAZ,IMPC,"EMIN, EIND, BL, IMPC, (TYE, FRANK)",STATE,"OF BOLIVIA FOR THE PAYMENT OF ADEQUATE... CORPORATION OF BOLIVIA.
""THE SITUATION",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=9005&dt=2474&dl=1345,12 JAN 1974,1974LAPAZ00246,n/a,LA PAZ,PL 480 TITLE I FOR BOLIVIA,"EAID, BL, US",STATE,"TITLE I FOR BOLIVIA

REF: STATE 5919

1...

PRESIDENT THEN INQUIRED WHAT BOLIVIA COULD DO... FOR SPECIAL CONSIDERATION FOR BOLIVIA... TERMS FOR FINANCING OF
BOLIVIA'S WHEAT... TIME IN BOLIVIA. A CCC CREDIT FOR",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=6231&dt=2474&dl=1345,14 JAN 1974,1974LAPAZ00258,n/a,LA PAZ,PRINCIPAL BOLIVIAN CONTACTS FOR BOLIVIA-BRAZIL ACT OF COOPERATION,"EMIN, BEXP, BL, BR",STATE,"BOLIVIA-BRAZIL
      ACT OF COOPERATION.... 16 DE
JULIO, LA PAZ, BOLIVIA

2. FOR GAS..., LA PAZ, BOLIVIA.

3. FOR CEMENT PLANT..., BOLIVIA.
STEDMAN

NOTE BY OCT:  #REF",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=18251&dt=2474&dl=1345,16 JAN 1974,1974LAPAZ00304,n/a,LA PAZ,COMMERCIAL ACTION PROGRAM (CAP) FOR BOLIVIA,"BEXP, AFSP, BL",STATE,"BOLIVIA

REF: LA PAZ 7565

DOES THE CAP",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8983&dt=2474&dl=1345,16 JAN 1974,1974LAPAZ00321,n/a,LA PAZ,WHEAT PROBLEM,"EAGR, ETRD, BL, US",STATE,"NOT ENTERED
BOLIVIA, (2) THESE SUPPLIES.... PRICE
DELIVERED TO BOLIVIA.

2. ECONOFF... 00321  162044Z

MISSION TO VISIT BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8984&dt=2474&dl=1345,16 JAN 1974,1974LAPAZ00292,n/a,LA PAZ,BOLIVIA FOUR SHORTAGES,"EAID, ELAB, ETRN, BL",STATE,"SUBJ: BOLIVIA FOUR SHORTAGES

REF: LA PAZ 0246, AND LA PAZ 244

SUMMARY: BOLIVIA... PL-480 *EACHED BOLIVIA FROM PORTS.
ON... MINIMUM BOLIVIA THUS EXPECTED TO RECEIVE 15",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8988&dt=2474&dl=1345,16 JAN 1974,1974LAPAZ00293,n/a,LA PAZ,CODEL WHEALEN: MEETING WITH MINISTER OF ENGERGY AND HYROCARBONS,"OREP, EIND, ENRG, BL, (WHALEN, CHARLES W JR)",STATE,HYDROPOWER EXTREMELY IMPORTANT IN BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8952&dt=2474&dl=1345,21 JAN 1974,1974LAPAZ00430,n/a,LA PAZ,"GOB INCREASES WAGES AND SELECTED FOOD PRICES. SUMMARY: GOB ANNOUNCED  MONDAY MORNING JANUARY 21, 1974 INCREASES","ECON, BL",STATE,"BOLIVIA WAS FREQUENTLY PLAGUED BY...  212158Z

WITH BOLIVIA AND POSSIBLY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=17073&dt=2474&dl=1345,22 JAN 1974,1974LAPAZ00459,n/a,LA PAZ,"W/W MICKEY, PEGUES FOR: MRS. CHARLES PEGUES","CASC, (PEGUES, MICKEY)",STATE,", BOLIVIA
STEDMAN

NOTE BY OC/T: PASSED TO ABOVE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=17074&dt=2474&dl=1345,22 JAN 1974,1974LAPAZ00457,n/a,LA PAZ,W/W MICKEY PEGUES FOR: FRANCINE PEGUES,"CASC, (PEGUES, MICKEY)",STATE,"SECTION, LA PAZ,
BOLIVIA.
STEDMAN

NOTE BY",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8906&dt=2474&dl=1345,24 JAN 1974,1974LAPAZ00526,n/a,LA PAZ,PL-480 TITLE I WHEAT.,"EAID, ECON, PFOR, BL",STATE,COMMERCIAL PURCHASE. BOLIVIA IS NOW... MOVING ARGENTINE FLOUR TO BOLIVIA AND 2,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8903&dt=2474&dl=1345,24 JAN 1974,1974LAPAZ00493,n/a,LA PAZ,REACTION TO GOB ECONOMIC MEASURES,"ECON, BL",STATE,"BOLIVIA WILL
HAVE FAVORABLE BALANCE OF",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=4251&dt=2474&dl=1345,24 JAN 1974,1974LAPAZ00521,n/a,LA PAZ,ENERGY: OIL TRADE DATA FROM BOLIVIA FOR YEAR 1973,"ENRG, ECRP, BL",STATE,"DATA FROM BOLIVIA FOR YEAR 1973

REF: STATE... IN BOLIVIA:
A. CRUDE OIL PRODUCTION - 17",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=4249&dt=2474&dl=1345,24 JAN 1974,1974LAPAZ00497,n/a,LA PAZ,GOB ENTERING COMMERCIAL WHEAT MARKET. BOLIVIA WILL SOON ENTER  COMMERCIAL WHEAT MARKET TO MEET AT LEAST,"EAGR, ETRD, BL",LIMA,"MARKET.

BOLIVIA WILL SOON ENTER COMMERCIAL... SALES IN BOLIVIA. REPS WOULD DO WELL CONTACT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8897&dt=2474&dl=1345,25 JAN 1974,1974LAPAZ00548,n/a,LA PAZ,SOUTH AMERICAN PLACERS INC.,"EMIN, BDIS, BL",STATE,"SPAI IN BOLIVIA INVOLVING SAPI'S PLANS... O'NEILL'S PRESENCE IN BOLIVIA REQUIRED... SAPI CONTRACT VERY BAD
ONE FOR BOLIVIA... QUESTION HAD BEEN REFERRED TO BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=3885&dt=2474&dl=1345,25 JAN 1974,1974LAPAZ00538,n/a,LA PAZ,FARMABOL CASE,"BDIS, EIND, BBAK, BL, (KENNEDY, PETER)",STATE,"AWARE, ATTY. HATHORN CAME TO BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=3888&dt=2474&dl=1345,25 JAN 1974,1974LAPAZ00547,n/a,LA PAZ,EC FOOD AID TO BOLIVIA - UMR,"EAID, BL, EEC",STATE,"AID TO BOLIVIA - UMR

REF: EC BRUSSELS... BOLIVIA'S WHEAT IMPORTS CITED REFTEL ARE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=2424&dt=2474&dl=1345,29 JAN 1974,1974LAPAZ00612,n/a,LA PAZ,MILITARY ATTITUDES TOWARD BANZER,"PINS, MILI, BL, (BANZER SUAREZ, HUGO)",STATE,"IN BOLIVIA AT THIS TIME HAVE
NEITHER THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=14884&dt=2474&dl=1345,29 JAN 1974,1974LAPAZ00601,n/a,LA PAZ,n/a,"CVIS, BL",STATE,"POST: AMERICAN EMBASSY, LA PAZ, BOLIVIA JAN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=3036&dt=2474&dl=1345,29 JAN 1974,1974LAPAZ00600,n/a,LA PAZ,STATE OF SIEGE DECREE,"PINT, PGOV, BL",STATE,"BOLIVIA:

2. GENERAL HUGO BANZER SUAREZ",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=14947&dt=2474&dl=1345,29 JAN 1974,1974LAPAZ00604,n/a,LA PAZ,U.S. EXPORTS TO BOLIVIA REQUEST WHATEVER U.S. EXPORT DATA ON A BY  COUNTRY BY COMMODITY,"BEXP, BL",STATE,".  EXPORTS TO BOLIVIA

REQUEST WHATEVER U.S... BOLIVIA. CAN PRINT OUTS
BE SENT US ON A",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8882&dt=2474&dl=1345,29 JAN 1974,1974LAPAZ00590,n/a,LA PAZ,EMPC/EMBOSA,"BDIS, EMIN, BL, US, (TYE, FRANK)",STATE,"INVESTMENTS IN
BOLIVIA AND THOSE MADE IN FOREIGN",NA,NA,NA,NA,NA,NA,NA,NA
